model,line,line_name,planning_year,case,unit,value,end_value,start_region,dest_region,km,end_cap,start_cap,scenario,configuration,child_scenario,cap
SWITCH,,MISW_to_MISC,2050,full-base-200,MW,0.0,,MISW,MISC,1370.4981771620598,,,base,base,carbon_price,0.0
SWITCH,,BASN_to_CANO,2050,full-base-200,MW,0.0,,BASN,CANO,1613.3847128003597,,,base,base,carbon_price,0.0
SWITCH,,CASO_to_CANO,2050,full-base-200,MW,0.0,,CASO,CANO,678.496525078502,,,base,base,carbon_price,1.0000000202126104e-05
SWITCH,,CANO_to_NWPP,2050,full-base-200,MW,0.0,,CANO,NWPP,1302.6110658309303,,,base,base,carbon_price,0.0
SWITCH,,TREW_to_TRE,2050,full-base-200,MW,0.0,,TREW,TRE,694.9819646586291,,,base,base,carbon_price,0.0
SWITCH,,SPPS_to_TREW,2050,full-base-200,MW,0.0,,SPPS,TREW,594.5912331781975,,,base,base,carbon_price,0.0
SWITCH,,SPPC_to_SPPS,2050,full-base-200,MW,0.0,,SPPC,SPPS,455.0277413171593,,,base,base,carbon_price,9.999999747378752e-06
SWITCH,,MISS_to_SPPC,2050,full-base-200,MW,0.0,,MISS,SPPC,1264.309793619994,,,base,base,carbon_price,2.999999969688361e-05
SWITCH,,SPPC_to_SPPN,2050,full-base-200,MW,0.0,,SPPC,SPPN,261.19343417595013,,,base,base,carbon_price,1.0000000202126104e-05
SWITCH,,MISW_to_SPPC,2050,full-base-200,MW,0.0,,MISW,SPPC,1195.0293103479462,,,base,base,carbon_price,2.9999999995311555e-05
SWITCH,,FRCC_to_SRSE,2050,full-base-200,MW,0.0,,FRCC,SRSE,930.705776696937,,,base,base,carbon_price,0.0
SWITCH,,SPPS_to_TRE,2050,full-base-200,MW,0.0,,SPPS,TRE,501.3042951289656,,,base,base,carbon_price,0.0
SWITCH,,PJMW_to_SRCA,2050,full-base-200,MW,0.0,,PJMW,SRCA,900.2912298442393,,,base,base,carbon_price,0.0
SWITCH,,SRCA_to_SRCE,2050,full-base-200,MW,0.0,,SRCA,SRCE,1047.313910703395,,,base,base,carbon_price,9.999999974752429e-06
SWITCH,,PJMD_to_SRCA,2050,full-base-200,MW,0.0,,PJMD,SRCA,525.2547915890101,,,base,base,carbon_price,9.999999747378752e-06
SWITCH,,SRCA_to_SRSE,2050,full-base-200,MW,0.0,,SRCA,SRSE,750.9564568673488,,,base,base,carbon_price,0.0
SWITCH,,NYCW_to_NYUP,2050,full-base-200,MW,0.0,,NYCW,NYUP,319.03239545042265,,,base,base,carbon_price,0.0
SWITCH,,PJMW_to_SRCE,2050,full-base-200,MW,24713.0,,PJMW,SRCE,542.940224506259,,,base,base,carbon_price,45.51641000000018
SWITCH,,PJMD_to_PJMW,2050,full-base-200,MW,0.0,,PJMD,PJMW,493.7545177764829,,,base,base,carbon_price,0.0
SWITCH,,BASN_to_RMRG,2050,full-base-200,MW,334.0,,BASN,RMRG,1478.968739910536,,,base,base,carbon_price,0.2260299999998096
SWITCH,,CASO_to_BASN,2050,full-base-200,MW,0.0,,CASO,BASN,1052.8154002870249,,,base,base,carbon_price,0.0
SWITCH,,NWPP_to_BASN,2050,full-base-200,MW,0.0,,NWPP,BASN,2143.6820330805017,,,base,base,carbon_price,0.0
SWITCH,,SRSG_to_BASN,2050,full-base-200,MW,0.0,,SRSG,BASN,1196.8856954277987,,,base,base,carbon_price,0.0
SWITCH,,MISS_to_SRCE,2050,full-base-200,MW,0.0,,MISS,SRCE,910.5740119711644,,,base,base,carbon_price,1.0000000202126104e-05
SWITCH,,SRCE_to_SRSE,2050,full-base-200,MW,0.0,,SRCE,SRSE,808.9930595294763,,,base,base,carbon_price,1.0000000202126104e-05
SWITCH,,MISS_to_SPPS,2050,full-base-200,MW,0.0,,MISS,SPPS,1083.4402589451677,,,base,base,carbon_price,9.999999747378752e-06
SWITCH,,SPPS_to_SRSG,2050,full-base-200,MW,1619198.0,,SPPS,SRSG,1530.6511537017682,,,base,base,carbon_price,1057.8494300000002
SWITCH,,SPPN_to_SPPS,2050,full-base-200,MW,0.0,,SPPN,SPPS,679.4249275747745,,,base,base,carbon_price,0.0
SWITCH,,NWPP_to_RMRG,2050,full-base-200,MW,0.0,,NWPP,RMRG,256.39318164425606,,,base,base,carbon_price,9.999999747378752e-06
SWITCH,,RMRG_to_SRSG,2050,full-base-200,MW,0.0,,RMRG,SRSG,1451.9389962866967,,,base,base,carbon_price,0.0
SWITCH,,MISS_to_SRSE,2050,full-base-200,MW,682495.0,,MISS,SRSE,825.7437764420143,,,base,base,carbon_price,826.5214500000002
SWITCH,,NWPP_to_CASO,2050,full-base-200,MW,0.0,,NWPP,CASO,1859.1210098249192,,,base,base,carbon_price,0.0
SWITCH,,CASO_to_SRSG,2050,full-base-200,MW,0.0,,CASO,SRSG,670.4280089248628,,,base,base,carbon_price,3.9999998989515007e-05
SWITCH,,MISW_to_SPPN,2050,full-base-200,MW,0.0,,MISW,SPPN,1014.1486283848258,,,base,base,carbon_price,0.0
SWITCH,,NWPP_to_SPPN,2050,full-base-200,MW,1166807.0,,NWPP,SPPN,2877.9361274282305,,,base,base,carbon_price,405.4318800000001
SWITCH,,MISW_to_NWPP,2050,full-base-200,MW,0.0,,MISW,NWPP,14040.700523946523,,,base,base,carbon_price,1.0000000003174137e-05
SWITCH,,RMRG_to_SPPN,2050,full-base-200,MW,464668.0,,RMRG,SPPN,780.5713741841813,,,base,base,carbon_price,595.2922200000003
SWITCH,,RMRG_to_SPPC,2050,full-base-200,MW,585417.0,,RMRG,SPPC,936.6269837220768,,,base,base,carbon_price,625.0267100000001
SWITCH,,SRSG_to_TRE,2050,full-base-200,MW,0.0,,SRSG,TRE,1692.23667175099,,,base,base,carbon_price,9.999999747378752e-06
TEMOA,1.0,BASN_to_CANO,2023,full-base-200,MW,161338.0,161864.0,BASN,CANO,1613.3847128003597,100.326,100.0,base,base,carbon_price,
TEMOA,2.0,BASN_to_CASO,2023,full-base-200,MW,6232667.0,6232888.0,BASN,CASO,1052.8154002870249,5920.21,5920.0,base,base,carbon_price,
TEMOA,3.0,BASN_to_NWPP,2023,full-base-200,MW,7181335.0,7181613.0,BASN,NWPP,2143.6820330805017,3350.13,3350.0,base,base,carbon_price,
TEMOA,4.0,BASN_to_RMRG,2023,full-base-200,MW,5546133.0,5546887.0,BASN,RMRG,1478.968739910536,3750.51,3750.0,base,base,carbon_price,
TEMOA,5.0,BASN_to_SRSG,2023,full-base-200,MW,6445229.0,6445445.0,BASN,SRSG,1196.8856954277987,5385.18,5385.0,base,base,carbon_price,
TEMOA,6.0,CANO_to_CASO,2023,full-base-200,MW,2493475.0,2493739.0,CANO,CASO,678.496525078502,3675.39,3675.0,base,base,carbon_price,
TEMOA,7.0,CANO_to_NWPP,2023,full-base-200,MW,4787096.0,4787356.0,CANO,NWPP,1302.6110658309303,3675.2,3675.0,base,base,carbon_price,
TEMOA,8.0,CASO_to_NWPP,2023,full-base-200,MW,5313368.0,5313721.0,CASO,NWPP,1859.1210098249192,2858.19,2858.0,base,base,carbon_price,
TEMOA,9.0,CASO_to_SRSG,2023,full-base-200,MW,2919044.0,2919412.0,CASO,SRSG,670.4280089248628,4354.55,4354.0,base,base,carbon_price,
TEMOA,10.0,FRCC_to_SRSE,2023,full-base-200,MW,3350541.0,3350746.0,FRCC,SRSE,930.705776696937,3600.22,3600.0,base,base,carbon_price,
TEMOA,11.0,ISNE_to_NYCW,2023,full-base-200,MW,158660.0,158888.0,ISNE,NYCW,208.76319678780865,761.09,760.0,base,base,carbon_price,
TEMOA,12.0,ISNE_to_NYUP,2023,full-base-200,MW,591379.0,593415.0,ISNE,NYUP,422.4133412443229,1404.82,1400.0,base,base,carbon_price,
TEMOA,14.0,MISC_to_MISS,2023,full-base-200,MW,1488088.0,1488905.0,MISC,MISS,1432.2313664952487,1039.57,1039.0,base,base,carbon_price,
TEMOA,15.0,MISC_to_MISW,2023,full-base-200,MW,2268174.0,2268901.0,MISC,MISW,1370.4981771620598,1655.53,1655.0,base,base,carbon_price,
TEMOA,16.0,MISC_to_PJMC,2023,full-base-200,MW,3283817.0,3284481.0,MISC,PJMC,626.2046711986147,5245.06,5244.0,base,base,carbon_price,
TEMOA,17.0,MISC_to_PJMW,2023,full-base-200,MW,3464702.0,3465129.0,MISC,PJMW,636.7767278564246,5441.67,5441.0,base,base,carbon_price,
TEMOA,18.0,MISC_to_SPPC,2023,full-base-200,MW,995388.0,997135.0,MISC,SPPC,696.0754685319118,1432.51,1430.0,base,base,carbon_price,
TEMOA,20.0,MISC_to_SPPS,2023,full-base-200,MW,1364560.0,1366830.0,MISC,SPPS,1164.3004320004338,1173.95,1172.0,base,base,carbon_price,
TEMOA,21.0,MISC_to_SRCE,2023,full-base-200,MW,3024383.0,3024746.0,MISC,SRCE,807.5788459671032,3745.45,3745.0,base,base,carbon_price,
TEMOA,23.0,MISE_to_PJMW,2023,full-base-200,MW,1789648.0,1790045.0,MISE,PJMW,672.2944948093907,2662.59,2662.0,base,base,carbon_price,
TEMOA,25.0,MISS_to_SPPS,2023,full-base-200,MW,1838598.0,1903984.0,MISS,SPPS,1083.4402589451677,1757.35,1697.0,base,base,carbon_price,
TEMOA,26.0,MISS_to_SRCE,2023,full-base-200,MW,3726069.0,3726442.0,MISS,SRCE,910.5740119711644,4092.41,4092.0,base,base,carbon_price,
TEMOA,27.0,MISS_to_SRSE,2023,full-base-200,MW,735738.0,736353.0,MISS,SRSE,825.7437764420143,891.745,891.0,base,base,carbon_price,
TEMOA,28.0,MISW_to_NWPP,2023,full-base-200,MW,2808140.0,2812984.0,MISW,NWPP,14040.700523946523,200.345,200.0,base,base,carbon_price,
TEMOA,29.0,MISW_to_PJMC,2023,full-base-200,MW,1847606.0,1848542.0,MISW,PJMC,577.3769837220765,3201.62,3200.0,base,base,carbon_price,
TEMOA,31.0,MISW_to_SPPN,2023,full-base-200,MW,5589987.0,5590302.0,MISW,SPPN,1014.1486283848258,5512.31,5512.0,base,base,carbon_price,
TEMOA,32.0,NWPP_to_RMRG,2023,full-base-200,MW,102557.0,102678.0,NWPP,RMRG,256.39318164425606,400.47,400.0,base,base,carbon_price,
TEMOA,33.0,NYCW_to_NYUP,2023,full-base-200,MW,794072.0,794260.0,NYCW,NYUP,319.03239545042265,2489.59,2489.0,base,base,carbon_price,
TEMOA,34.0,NYCW_to_PJME,2023,full-base-200,MW,53474.0,370968.0,NYCW,PJME,81.02077938846139,4578.68,660.0,base,base,carbon_price,
TEMOA,35.0,NYUP_to_PJME,2023,full-base-200,MW,397354.0,397613.0,NYUP,PJME,316.61636032760543,1255.82,1255.0,base,base,carbon_price,
TEMOA,36.0,PJMC_to_PJMW,2023,full-base-200,MW,475254.0,476093.0,PJMC,PJMW,484.9526117173539,981.73,980.0,base,base,carbon_price,
TEMOA,37.0,PJMD_to_PJME,2023,full-base-200,MW,167117.0,168261.0,PJMD,PJME,139.26433395480618,1208.21,1200.0,base,base,carbon_price,
TEMOA,38.0,PJMD_to_PJMW,2023,full-base-200,MW,3421719.0,3421847.0,PJMD,PJMW,493.7545177764829,6930.26,6930.0,base,base,carbon_price,
TEMOA,39.0,PJMD_to_SRCA,2023,full-base-200,MW,525255.0,525554.0,PJMD,SRCA,525.2547915890101,1000.57,1000.0,base,base,carbon_price,
TEMOA,40.0,PJME_to_PJMW,2023,full-base-200,MW,1876405.0,1876608.0,PJME,PJMW,482.9870637110515,3885.42,3885.0,base,base,carbon_price,
TEMOA,41.0,PJMW_to_SRCA,2023,full-base-200,MW,1097455.0,1097860.0,PJMW,SRCA,900.2912298442393,1219.45,1219.0,base,base,carbon_price,
TEMOA,42.0,PJMW_to_SRCE,2023,full-base-200,MW,1809620.0,1809940.0,PJMW,SRCE,542.940224506259,3333.59,3333.0,base,base,carbon_price,
TEMOA,43.0,RMRG_to_SPPC,2023,full-base-200,MW,196692.0,206940.0,RMRG,SPPC,936.6269837220768,220.942,210.0,base,base,carbon_price,
TEMOA,44.0,RMRG_to_SPPN,2023,full-base-200,MW,320034.0,1542862.0,RMRG,SPPN,780.5713741841813,1976.58,410.0,base,base,carbon_price,
TEMOA,45.0,RMRG_to_SRSG,2023,full-base-200,MW,891491.0,892844.0,RMRG,SRSG,1451.9389962866967,614.932,614.0,base,base,carbon_price,
TEMOA,46.0,SPPC_to_SPPN,2023,full-base-200,MW,374290.0,801919.0,SPPC,SPPN,261.19343417595013,3070.21,1433.0,base,base,carbon_price,
TEMOA,47.0,SPPC_to_SPPS,2023,full-base-200,MW,1534354.0,1535455.0,SPPC,SPPS,455.0277413171593,3374.42,3372.0,base,base,carbon_price,
TEMOA,48.0,SPPN_to_SPPS,2023,full-base-200,MW,0.0,6988.0,SPPN,SPPS,679.4249275747745,10.2858,0.0,base,base,carbon_price,
TEMOA,49.0,SPPS_to_SRSG,2023,full-base-200,MW,1545958.0,1548590.0,SPPS,SRSG,1530.6511537017682,1011.72,1010.0,base,base,carbon_price,
TEMOA,50.0,SPPS_to_TRE,2023,full-base-200,MW,300783.0,306547.0,SPPS,TRE,501.3042951289656,611.498,600.0,base,base,carbon_price,
TEMOA,51.0,SPPS_to_TREW,2023,full-base-200,MW,130810.0,947517.0,SPPS,TREW,594.5912331781975,1593.56,220.0,base,base,carbon_price,
TEMOA,52.0,SRCA_to_SRCE,2023,full-base-200,MW,226220.0,226674.0,SRCA,SRCE,1047.313910703395,216.434,216.0,base,base,carbon_price,
TEMOA,53.0,SRCA_to_SRSE,2023,full-base-200,MW,1051339.0,1051677.0,SRCA,SRSE,750.9564568673488,1400.45,1400.0,base,base,carbon_price,
TEMOA,54.0,SRCE_to_SRSE,2023,full-base-200,MW,2585542.0,2585865.0,SRCE,SRSE,808.9930595294763,3196.4,3196.0,base,base,carbon_price,
TEMOA,55.0,TRE_to_TREW,2023,full-base-200,MW,11487357.0,11487774.0,TRE,TREW,694.9819646586291,16529.6,16529.0,base,base,carbon_price,
TEMOA,25.0,MISS_to_SPPS,2027,full-base-200,MW,65382.0,,MISS,SPPS,1083.4402589451677,,,base,base,carbon_price,60.3469
TEMOA,34.0,NYCW_to_PJME,2027,full-base-200,MW,317495.0,,NYCW,PJME,81.02077938846139,,,base,base,carbon_price,3918.68
TEMOA,43.0,RMRG_to_SPPC,2027,full-base-200,MW,10249.0,,RMRG,SPPC,936.6269837220768,,,base,base,carbon_price,10.942
TEMOA,44.0,RMRG_to_SPPN,2027,full-base-200,MW,1222828.0,,RMRG,SPPN,780.5713741841813,,,base,base,carbon_price,1566.58
TEMOA,46.0,SPPC_to_SPPN,2027,full-base-200,MW,427629.0,,SPPC,SPPN,261.19343417595013,,,base,base,carbon_price,1637.21
TEMOA,48.0,SPPN_to_SPPS,2027,full-base-200,MW,6988.0,,SPPN,SPPS,679.4249275747745,,,base,base,carbon_price,10.2858
TEMOA,50.0,SPPS_to_TRE,2027,full-base-200,MW,5764.0,,SPPS,TRE,501.3042951289656,,,base,base,carbon_price,11.4977
TEMOA,51.0,SPPS_to_TREW,2027,full-base-200,MW,816707.0,,SPPS,TREW,594.5912331781975,,,base,base,carbon_price,1373.56
TEMOA,4.0,BASN_to_RMRG,2030,full-base-200,MW,27530.0,,BASN,RMRG,1478.968739910536,,,base,base,carbon_price,18.6143
TEMOA,9.0,CASO_to_SRSG,2030,full-base-200,MW,1410379.0,,CASO,SRSG,670.4280089248628,,,base,base,carbon_price,2103.7
TEMOA,12.0,ISNE_to_NYUP,2030,full-base-200,MW,2127928.0,,ISNE,NYUP,422.4133412443229,,,base,base,carbon_price,5037.55
TEMOA,13.0,MISC_to_MISE,2030,full-base-200,MW,1566658.0,,MISC,MISE,993.3851724175372,,,base,base,carbon_price,1577.09
TEMOA,17.0,MISC_to_PJMW,2030,full-base-200,MW,17245.0,,MISC,PJMW,636.7767278564246,,,base,base,carbon_price,27.0821
TEMOA,18.0,MISC_to_SPPC,2030,full-base-200,MW,3003955.0,,MISC,SPPC,696.0754685319118,,,base,base,carbon_price,4315.56
TEMOA,19.0,MISC_to_SPPN,2030,full-base-200,MW,1731881.0,,MISC,SPPN,919.2234841721058,,,base,base,carbon_price,1884.07
TEMOA,20.0,MISC_to_SPPS,2030,full-base-200,MW,4457233.0,,MISC,SPPS,1164.3004320004338,,,base,base,carbon_price,3828.25
TEMOA,22.0,MISE_to_MISW,2030,full-base-200,MW,1704084.0,,MISE,MISW,1338.0895372438338,,,base,base,carbon_price,1273.52
TEMOA,24.0,MISS_to_SPPC,2030,full-base-200,MW,3932003.0,,MISS,SPPC,1264.309793619994,,,base,base,carbon_price,3110.0
TEMOA,25.0,MISS_to_SPPS,2030,full-base-200,MW,18385765.0,,MISS,SPPS,1083.4402589451677,,,base,base,carbon_price,16969.8
TEMOA,27.0,MISS_to_SRSE,2030,full-base-200,MW,6540749.0,,MISS,SRSE,825.7437764420143,,,base,base,carbon_price,7921.04
TEMOA,29.0,MISW_to_PJMC,2030,full-base-200,MW,4461813.0,,MISW,PJMC,577.3769837220765,,,base,base,carbon_price,7727.73
TEMOA,32.0,NWPP_to_RMRG,2030,full-base-200,MW,224036.0,,NWPP,RMRG,256.39318164425606,,,base,base,carbon_price,873.8
TEMOA,33.0,NYCW_to_NYUP,2030,full-base-200,MW,409497.0,,NYCW,NYUP,319.03239545042265,,,base,base,carbon_price,1283.56
TEMOA,34.0,NYCW_to_PJME,2030,full-base-200,MW,59219.0,,NYCW,PJME,81.02077938846139,,,base,base,carbon_price,730.912
TEMOA,35.0,NYUP_to_PJME,2030,full-base-200,MW,1187159.0,,NYUP,PJME,316.61636032760543,,,base,base,carbon_price,3749.52
TEMOA,36.0,PJMC_to_PJMW,2030,full-base-200,MW,4399844.0,,PJMC,PJMW,484.9526117173539,,,base,base,carbon_price,9072.73
TEMOA,37.0,PJMD_to_PJME,2030,full-base-200,MW,451956.0,,PJMD,PJME,139.26433395480618,,,base,base,carbon_price,3245.31
TEMOA,40.0,PJME_to_PJMW,2030,full-base-200,MW,1459442.0,,PJME,PJMW,482.9870637110515,,,base,base,carbon_price,3021.7
TEMOA,43.0,RMRG_to_SPPC,2030,full-base-200,MW,5057392.0,,RMRG,SPPC,936.6269837220768,,,base,base,carbon_price,5399.58
TEMOA,44.0,RMRG_to_SPPN,2030,full-base-200,MW,1209168.0,,RMRG,SPPN,780.5713741841813,,,base,base,carbon_price,1549.08
TEMOA,45.0,RMRG_to_SRSG,2030,full-base-200,MW,768037.0,,RMRG,SRSG,1451.9389962866967,,,base,base,carbon_price,528.973
TEMOA,46.0,SPPC_to_SPPN,2030,full-base-200,MW,4541.0,,SPPC,SPPN,261.19343417595013,,,base,base,carbon_price,17.3854
TEMOA,48.0,SPPN_to_SPPS,2030,full-base-200,MW,3345699.0,,SPPN,SPPS,679.4249275747745,,,base,base,carbon_price,4924.31
TEMOA,49.0,SPPS_to_SRSG,2030,full-base-200,MW,9353687.0,,SPPS,SRSG,1530.6511537017682,,,base,base,carbon_price,6110.92
TEMOA,50.0,SPPS_to_TRE,2030,full-base-200,MW,3427077.0,,SPPS,TRE,501.3042951289656,,,base,base,carbon_price,6836.32
TEMOA,51.0,SPPS_to_TREW,2030,full-base-200,MW,2981459.0,,SPPS,TREW,594.5912331781975,,,base,base,carbon_price,5014.3
TEMOA,56.0,NWPP_to_SPPN,2030,full-base-200,MW,2243193.0,,NWPP,SPPN,2877.9361274282305,,,base,base,carbon_price,779.445
TEMOA,57.0,SRSG_to_TRE,2030,full-base-200,MW,4026423.0,,SRSG,TRE,1692.23667175099,,,base,base,carbon_price,2379.35
TEMOA,1.0,BASN_to_CANO,2035,full-base-200,MW,17385.0,,BASN,CANO,1613.3847128003597,,,base,base,carbon_price,10.7753
TEMOA,4.0,BASN_to_RMRG,2035,full-base-200,MW,225405.0,,BASN,RMRG,1478.968739910536,,,base,base,carbon_price,152.407
TEMOA,9.0,CASO_to_SRSG,2035,full-base-200,MW,989887.0,,CASO,SRSG,670.4280089248628,,,base,base,carbon_price,1476.5
TEMOA,10.0,FRCC_to_SRSE,2035,full-base-200,MW,27532.0,,FRCC,SRSE,930.705776696937,,,base,base,carbon_price,29.5817
TEMOA,11.0,ISNE_to_NYCW,2035,full-base-200,MW,5168.0,,ISNE,NYCW,208.76319678780865,,,base,base,carbon_price,24.7541
TEMOA,12.0,ISNE_to_NYUP,2035,full-base-200,MW,1211025.0,,ISNE,NYUP,422.4133412443229,,,base,base,carbon_price,2866.92
TEMOA,13.0,MISC_to_MISE,2035,full-base-200,MW,195002.0,,MISC,MISE,993.3851724175372,,,base,base,carbon_price,196.3
TEMOA,14.0,MISC_to_MISS,2035,full-base-200,MW,15377.0,,MISC,MISS,1432.2313664952487,,,base,base,carbon_price,10.7366
TEMOA,16.0,MISC_to_PJMC,2035,full-base-200,MW,15952.0,,MISC,PJMC,626.2046711986147,,,base,base,carbon_price,25.4741
TEMOA,17.0,MISC_to_PJMW,2035,full-base-200,MW,800995.0,,MISC,PJMW,636.7767278564246,,,base,base,carbon_price,1257.89
TEMOA,18.0,MISC_to_SPPC,2035,full-base-200,MW,1162258.0,,MISC,SPPC,696.0754685319118,,,base,base,carbon_price,1669.73
TEMOA,19.0,MISC_to_SPPN,2035,full-base-200,MW,752873.0,,MISC,SPPN,919.2234841721058,,,base,base,carbon_price,819.031
TEMOA,20.0,MISC_to_SPPS,2035,full-base-200,MW,597415.0,,MISC,SPPS,1164.3004320004338,,,base,base,carbon_price,513.111
TEMOA,21.0,MISC_to_SRCE,2035,full-base-200,MW,8523.0,,MISC,SRCE,807.5788459671032,,,base,base,carbon_price,10.5532
TEMOA,22.0,MISE_to_MISW,2035,full-base-200,MW,85859.0,,MISE,MISW,1338.0895372438338,,,base,base,carbon_price,64.1654
TEMOA,24.0,MISS_to_SPPC,2035,full-base-200,MW,159876.0,,MISS,SPPC,1264.309793619994,,,base,base,carbon_price,126.453
TEMOA,25.0,MISS_to_SPPS,2035,full-base-200,MW,4301583.0,,MISS,SPPS,1083.4402589451677,,,base,base,carbon_price,3970.3
TEMOA,26.0,MISS_to_SRCE,2035,full-base-200,MW,11539.0,,MISS,SRCE,910.5740119711644,,,base,base,carbon_price,12.6725
TEMOA,27.0,MISS_to_SRSE,2035,full-base-200,MW,406822.0,,MISS,SRSE,825.7437764420143,,,base,base,carbon_price,492.673
TEMOA,28.0,MISW_to_NWPP,2035,full-base-200,MW,230551.0,,MISW,NWPP,14040.700523946523,,,base,base,carbon_price,16.4202
TEMOA,29.0,MISW_to_PJMC,2035,full-base-200,MW,224265.0,,MISW,PJMC,577.3769837220765,,,base,base,carbon_price,388.421
TEMOA,30.0,MISW_to_SPPC,2035,full-base-200,MW,30073.0,,MISW,SPPC,1195.0293103479462,,,base,base,carbon_price,25.1649
TEMOA,31.0,MISW_to_SPPN,2035,full-base-200,MW,14424.0,,MISW,SPPN,1014.1486283848258,,,base,base,carbon_price,14.223
TEMOA,32.0,NWPP_to_RMRG,2035,full-base-200,MW,349851.0,,NWPP,RMRG,256.39318164425606,,,base,base,carbon_price,1364.51
TEMOA,33.0,NYCW_to_NYUP,2035,full-base-200,MW,4895.0,,NYCW,NYUP,319.03239545042265,,,base,base,carbon_price,15.3429
TEMOA,34.0,NYCW_to_PJME,2035,full-base-200,MW,355780.0,,NYCW,PJME,81.02077938846139,,,base,base,carbon_price,4391.22
TEMOA,35.0,NYUP_to_PJME,2035,full-base-200,MW,1109601.0,,NYUP,PJME,316.61636032760543,,,base,base,carbon_price,3504.56
TEMOA,36.0,PJMC_to_PJMW,2035,full-base-200,MW,687823.0,,PJMC,PJMW,484.9526117173539,,,base,base,carbon_price,1418.33
TEMOA,37.0,PJMD_to_PJME,2035,full-base-200,MW,33905.0,,PJMD,PJME,139.26433395480618,,,base,base,carbon_price,243.457
TEMOA,39.0,PJMD_to_SRCA,2035,full-base-200,MW,65120.0,,PJMD,SRCA,525.2547915890101,,,base,base,carbon_price,123.977
TEMOA,40.0,PJME_to_PJMW,2035,full-base-200,MW,9352127.0,,PJME,PJMW,482.9870637110515,,,base,base,carbon_price,19363.1
TEMOA,41.0,PJMW_to_SRCA,2035,full-base-200,MW,9353.0,,PJMW,SRCA,900.2912298442393,,,base,base,carbon_price,10.3888
TEMOA,42.0,PJMW_to_SRCE,2035,full-base-200,MW,24580.0,,PJMW,SRCE,542.940224506259,,,base,base,carbon_price,45.2725
TEMOA,43.0,RMRG_to_SPPC,2035,full-base-200,MW,1807906.0,,RMRG,SPPC,936.6269837220768,,,base,base,carbon_price,1930.23
TEMOA,44.0,RMRG_to_SPPN,2035,full-base-200,MW,643626.0,,RMRG,SPPN,780.5713741841813,,,base,base,carbon_price,824.558
TEMOA,45.0,RMRG_to_SRSG,2035,full-base-200,MW,1615079.0,,RMRG,SRSG,1451.9389962866967,,,base,base,carbon_price,1112.36
TEMOA,46.0,SPPC_to_SPPN,2035,full-base-200,MW,44286.0,,SPPC,SPPN,261.19343417595013,,,base,base,carbon_price,169.551
TEMOA,47.0,SPPC_to_SPPS,2035,full-base-200,MW,112826.0,,SPPC,SPPS,455.0277413171593,,,base,base,carbon_price,247.955
TEMOA,48.0,SPPN_to_SPPS,2035,full-base-200,MW,442135.0,,SPPN,SPPS,679.4249275747745,,,base,base,carbon_price,650.749
TEMOA,49.0,SPPS_to_SRSG,2035,full-base-200,MW,2651440.0,,SPPS,SRSG,1530.6511537017682,,,base,base,carbon_price,1732.23
TEMOA,50.0,SPPS_to_TRE,2035,full-base-200,MW,151566.0,,SPPS,TRE,501.3042951289656,,,base,base,carbon_price,302.343
TEMOA,51.0,SPPS_to_TREW,2035,full-base-200,MW,852709.0,,SPPS,TREW,594.5912331781975,,,base,base,carbon_price,1434.11
TEMOA,52.0,SRCA_to_SRCE,2035,full-base-200,MW,73569.0,,SRCA,SRCE,1047.313910703395,,,base,base,carbon_price,70.245
TEMOA,53.0,SRCA_to_SRSE,2035,full-base-200,MW,10408.0,,SRCA,SRSE,750.9564568673488,,,base,base,carbon_price,13.8595
TEMOA,54.0,SRCE_to_SRSE,2035,full-base-200,MW,20355.0,,SRCE,SRSE,808.9930595294763,,,base,base,carbon_price,25.1603
TEMOA,55.0,TREW_to_TRE,2035,full-base-200,MW,7520.0,,TREW,TRE,694.9819646586291,,,base,base,carbon_price,10.821
TEMOA,56.0,NWPP_to_SPPN,2035,full-base-200,MW,1940339.0,,NWPP,SPPN,2877.9361274282305,,,base,base,carbon_price,674.212
TEMOA,57.0,SRSG_to_TRE,2035,full-base-200,MW,1988344.0,,SRSG,TRE,1692.23667175099,,,base,base,carbon_price,1174.98
TEMOA,4.0,BASN_to_RMRG,2040,full-base-200,MW,390389.0,,BASN,RMRG,1478.968739910536,,,base,base,carbon_price,263.96
TEMOA,9.0,CASO_to_SRSG,2040,full-base-200,MW,1235867.0,,CASO,SRSG,670.4280089248628,,,base,base,carbon_price,1843.4
TEMOA,10.0,FRCC_to_SRSE,2040,full-base-200,MW,34818.0,,FRCC,SRSE,930.705776696937,,,base,base,carbon_price,37.4102
TEMOA,11.0,ISNE_to_NYCW,2040,full-base-200,MW,3982.0,,ISNE,NYCW,208.76319678780865,,,base,base,carbon_price,19.075
TEMOA,12.0,ISNE_to_NYUP,2040,full-base-200,MW,407631.0,,ISNE,NYUP,422.4133412443229,,,base,base,carbon_price,965.004
TEMOA,13.0,MISC_to_MISE,2040,full-base-200,MW,205776.0,,MISC,MISE,993.3851724175372,,,base,base,carbon_price,207.146
TEMOA,16.0,MISC_to_PJMC,2040,full-base-200,MW,13833.0,,MISC,PJMC,626.2046711986147,,,base,base,carbon_price,22.0908
TEMOA,17.0,MISC_to_PJMW,2040,full-base-200,MW,1626532.0,,MISC,PJMW,636.7767278564246,,,base,base,carbon_price,2554.32
