region,marginal_price,total_demand,planning_year,model,case,scenario,configuration,child_scenario
NYUP,42.9,85901025.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,22.8,142659266.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,28.5,134294097.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJME,46.6,361596414.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,26.3,381430632.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,19.2,129535560.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,18.6,101870818.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,18.6,67540119.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,19.8,162787259.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,30.0,263347390.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,21.3,264512199.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,27.9,303257618.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,26.8,183293864.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TRE,24.5,515960435.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TREW,20.1,24676479.0,2035.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
BASN,22.5,177158138.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CASO,26.6,158791938.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CANO,28.1,245898072.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,29.7,334048179.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,94.9,210413923.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISC,22.7,264171318.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISE,15.1,137137308.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISS,18.5,242486982.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISW,28.4,324181570.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,57.4,300529644.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,67.7,106442119.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,41.9,92400602.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,23.4,152682741.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,41.3,145712440.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJME,50.4,389826566.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,38.1,412215498.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,11.6,150676430.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,11.5,108907378.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,11.5,74985567.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,12.1,177543457.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,25.7,287884867.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,16.1,285639456.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,24.2,333542368.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,20.4,204888767.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TRE,15.3,555402906.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TREW,11.7,26667903.0,2040.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
BASN,48.4,205854891.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CASO,48.7,185445572.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CANO,50.7,287331528.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,67.5,373487472.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,94.8,228967778.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISC,27.6,296003389.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISE,17.5,149857318.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISS,28.1,273572998.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISW,34.1,360803886.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,101.3,342473432.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,71.2,116580170.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,43.6,100244191.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,28.4,165669492.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,42.9,160553816.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJME,53.8,428793884.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,33.2,452703049.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,35.7,173002995.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,22.1,122568997.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,23.8,85125345.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,22.8,202777705.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,44.0,320053848.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,21.8,318246408.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,31.7,375702387.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,41.0,237915030.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TRE,23.9,617229009.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TREW,20.7,29860335.0,2045.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
BASN,44.6,223174656.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CASO,46.7,199559149.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
CANO,47.5,309235468.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,71.0,398150391.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,77.1,233966756.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISC,25.7,302266317.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISE,17.4,154617099.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISS,30.7,285422687.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
MISW,29.5,372086880.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,82.1,372645986.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,69.1,120232798.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,41.7,103480882.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,29.4,168907776.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,47.3,168177932.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJME,49.2,442681870.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,31.0,466199508.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,42.2,188991709.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,25.3,124929928.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,26.1,88318595.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,27.2,210273247.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,53.1,340830683.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,22.0,332833523.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,35.5,398994725.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,39.8,258600147.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TRE,27.8,648762932.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
TREW,25.8,31419683.0,2050.0,GenX,20-week-foresight-current-policy,current_policies,foresight,none
BASN,30.6,104415840.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,32.7,106247405.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,33.4,164112380.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,30.1,254835658.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,30.7,132079030.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,24.8,186790489.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,27.9,102056388.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,25.5,175440371.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,24.3,225553160.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,30.7,195981047.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,45.7,76993625.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,19.3,70257166.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,24.7,118765758.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,27.5,110841999.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,24.1,289082184.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,24.6,310165370.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,20.7,88883482.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,22.8,78239307.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,22.7,49626459.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,23.4,122178131.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,26.6,218636717.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,26.4,214888614.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,28.8,242597067.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,30.7,137828950.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,24.4,426645124.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,21.9,19988250.0,2027.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,32.4,117622650.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,36.3,115510879.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,36.8,178550343.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,32.3,263664150.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,37.6,149354094.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,24.6,200796305.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,31.2,108618551.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,27.9,185407544.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,32.2,244560055.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,34.2,213747716.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,39.7,83015898.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,22.7,74762455.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,25.6,125041636.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,29.3,116835353.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,25.2,308414943.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,26.6,328889729.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,22.5,100288099.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,23.0,83557695.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,27.8,54220969.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,23.0,131322851.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,27.8,228687588.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,28.3,225061849.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,30.8,255962582.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,33.1,147664933.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,25.1,442846698.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,22.8,20819394.0,2030.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,33.1,154373402.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,35.8,141559023.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,37.2,219102255.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,42.1,305390926.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,94.9,185912448.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,34.3,243790194.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,42.5,126030936.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,29.2,223677305.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,78.5,294141188.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,86.1,260888430.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,67.8,97972883.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,45.7,85901025.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,65.4,142659266.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,42.2,134294097.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,47.3,361596414.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,39.7,381430632.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,21.5,129535560.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,32.3,101870818.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,42.3,67540119.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,23.7,162787259.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,35.6,263347390.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,37.9,264512199.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,34.3,303257618.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,33.0,183293864.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,28.3,515960435.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,25.1,24676479.0,2035.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,89.8,177158138.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,118.2,158791938.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,121.9,245898072.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,69.4,334048179.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,107.2,210413923.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,43.4,264171318.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,61.1,137137308.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,22.8,242486982.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,55.3,324181570.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,201.6,300529644.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,84.1,106442119.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,61.7,92400602.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,51.6,152682741.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,62.1,145712440.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,72.9,389826566.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,65.0,412215498.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,32.3,150676430.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,22.2,108907378.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,25.4,74985567.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,18.4,177543457.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,44.4,287884867.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,43.9,285639456.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,39.6,333542368.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,60.7,204888767.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,26.5,555402906.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,22.0,26667903.0,2040.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,87.9,205854891.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,140.1,185445572.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,97.8,287331528.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,75.9,373487472.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,110.6,228967778.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,48.7,296003389.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,58.2,149857318.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,31.4,273572998.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,55.0,360803886.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,197.3,342473432.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,85.1,116580170.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,66.8,100244191.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,54.6,165669492.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,66.5,160553816.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,75.5,428793884.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,60.7,452703049.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,50.1,173002995.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,38.1,122568997.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,40.1,85125345.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,32.6,202777705.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,57.2,320053848.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,59.0,318246408.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,62.5,375702387.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,68.6,237915030.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,72.9,617229009.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,65.8,29860335.0,2045.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,91.9,223174656.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CASO,122.0,199559149.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
CANO,97.9,309235468.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,77.2,398150391.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,90.6,233966756.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISC,55.4,302266317.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISE,62.8,154617099.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISS,46.9,285422687.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
MISW,65.2,372086880.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,165.1,372645986.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,88.3,120232798.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,55.2,103480882.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,66.7,168907776.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,73.4,168177932.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJME,78.4,442681870.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,65.6,466199508.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,69.2,188991709.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,51.4,124929928.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,53.8,88318595.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,46.9,210273247.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,63.8,340830683.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,64.1,332833523.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,68.3,398994725.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,74.4,258600147.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TRE,100.4,648762932.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
TREW,96.7,31419683.0,2050.0,Switch,20-week-foresight-current-policy,current_policies,foresight,none
BASN,31.3,104415840.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,33.0,106247405.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,34.0,164112380.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,30.3,254835658.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,30.7,132079030.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,26.6,186790489.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,28.3,102056388.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,26.3,175440371.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,25.6,225553160.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,31.0,195981047.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,114.5,76993625.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,18.0,70257166.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,25.9,118765758.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,28.3,110841999.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,24.7,289082184.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,25.2,310165370.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,26.9,88883482.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,24.5,78239307.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,24.2,49626459.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,24.8,122178131.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,27.1,218636717.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,27.3,214888614.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,29.1,242597067.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,31.1,137828950.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,27.7,426645124.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,24.1,19988250.0,2027.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,35.8,117622650.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,37.2,115510879.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,38.8,178550343.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,32.7,263664150.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,51.0,149354094.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,28.9,200796305.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,44.0,108618551.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,29.2,185407544.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,39.1,244560055.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,35.6,213747716.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,50.6,83015898.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,21.6,74762455.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,28.5,125041636.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,30.5,116835353.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,26.6,308414943.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,28.1,328889729.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
